baseMean,log2FoldChange,lfcSE,pvalue,padj
COL1A1,2.70242936018842,3.84125696921802,0.806210513538864,9.82942292792785e-09,3.57014955189884e-08
COL4A4,5.94360944230918,2.76403896687184,0.46791896027439,6.21536302005220e-11,2.79379046340661e-10
COL6A2,2.46384878627879,2.23614269046742,0.734397329115466,8.55609487095303e-05,0.000199680367924783
CORO6,112.880759932092,3.45529293689365,0.237740659118835,7.66738980447369e-50,5.64378122949551e-48
CPB1,1.08768542529236,2.40126981769116,0.870426943488491,0.000155562917512255,0.000349130978515539
CPB2,47.7226355727568,6.52896829761066,0.58243735911564,7.38050586869746e-31,1.58562715368753e-29
CPEB2,476.1687304166,2.0216216165698,0.123907118410537,4.15371931953016e-61,5.98856475447965e-59
CPEB3,225.300202814399,2.71878425662118,0.19245274839103,5.69648812942986e-47,3.58755362519509e-45
CPNE2,99.0240506273285,3.1874460331269,0.346881087380693,5.12222365961616e-22,5.74275011195398e-21
CRACD,2.03567223714422,2.88169535949841,0.729907723668857,1.07297649908646e-06,3.14219825861396e-06
CRACDL,59.8957391580739,4.48334202534865,0.453811336684139,2.29587428610589e-25,3.32930398346777e-24
CRB2,1.64177113240699,2.64633774032727,0.806461519821449,1.90384683961839e-05,4.84219392289587e-05
CREB3L1,233.742111232074,2.91025335886121,0.319378850346081,1.38392344783675e-21,1.48752585012398e-20
CREBBP,4480.60704065813,2.61884898069182,0.12379004208029,6.02414301860425e-101,1.05091174959551e-97
CREM,1266.33965224986,4.5869403382315,0.471743016770463,1.07382999002855e-24,1.48438701870429e-23
CRISP3,7.38713393532579,4.05187396706792,0.793415338015217,1.51689669822778e-09,5.98558310350229e-09
CRISPLD2,1876.49749184354,7.59697401507328,0.52451946578701,3.27824396636279e-49,2.33424350992648e-47
CRKL,1676.59946151521,2.83373998907817,0.284721185243302,4.62631810530246e-25,6.5614731176424e-24
CRTC2,1018.53444064813,3.3559847342399,0.163743321278377,2.84476336899566e-95,3.81745361324072e-92
CRYGS,35.2095542335993,3.67859439936401,0.711526185200418,1.44720376082724e-09,5.72612148052418e-09
CRYM,11.4511012111345,3.85307693680981,0.757243388085095,1.91578599292789e-09,7.46501823690576e-09
CSF1,615.991552587805,3.47475090137144,0.437746201105137,1.85170827601069e-17,1.44597362914084e-16
CSF2RB,3352.46411277567,3.48732383838291,0.268272888328459,1.21893528437404e-40,4.8659784979188e-39
CSF3R,19865.2028562844,5.35753756062027,0.36874475183414,6.31897151464115e-50,4.7108742766203e-48
CSMD2,1.50766677820074,2.75913127468732,0.806823922890947,9.80701547433552e-06,2.58044321191226e-05
CSRNP1,1072.16876003492,2.22033961143636,0.246003789392874,6.83887836192127e-21,6.98502535267661e-20
CTBP2,397.869284222828,2.23394361204661,0.201431142969465,5.22757937658802e-30,1.07036528432603e-28
CTDNEP1,989.485930517632,2.52279316575372,0.130623477052367,1.10267261887109e-84,7.69444953448249e-82
CTNND2,2.35884686001287,3.57124284989705,0.678661621258016,9.81486952934102e-10,3.9524561158669e-09
CTSZ,1155.83228298148,2.83114661718629,0.239467059005237,5.80363229734901e-34,1.56241304671687e-32
