baseMean,log2FoldChange,lfcSE,pvalue,padj
MSTRG.16919,7.11408732856851,2.27316462659096,0.405684169777779,4.78391552476105e-10,5.69476407783616e-09
MSTRG.16957,3.52135203340899,3.50117550727503,1.05420282442853,4.59513399502474e-06,2.37489233316836e-05
MSTRG.17003,2.7663514120948,2.47947512585311,0.596196359200854,5.31828684138189e-07,3.38908588632264e-06
MSTRG.17029,7.69170033673118,2.27077572930289,0.480037568759546,5.07952270855846e-08,3.99832968294272e-07
MSTRG.17054,1.62393950398161,2.1427768211575,0.635942689131861,2.10742194181959e-05,9.3483370614325e-05
MSTRG.1707,24.1307859631402,2.07010260422947,0.240813626015867,2.66200098741e-19,1.47476305384251e-17
MSTRG.17070,62.2570436025216,2.21601402847631,0.289418826477596,4.80380453443753e-16,1.59854261528943e-14
MSTRG.17078,1.28836861787782,2.57966859861387,0.776687633057506,1.2620154206316e-05,5.89733337905806e-05
MSTRG.17079,1.6863299166868,2.9906419333456,0.667091260686122,7.41386235684312e-08,5.63193160617726e-07
MSTRG.17097,16.7648724052337,2.21375887881333,0.407392547058628,1.37558039834471e-09,1.4904503415478e-08
MSTRG.17152,5.30535601186027,2.22289856972109,0.567097181112632,2.16216223889371e-06,1.20408333720041e-05
MSTRG.17212,8.92604602000526,2.7664438175842,0.651313348389244,2.59398237938846e-07,1.76155142744576e-06
MSTRG.17243,21.3185234977493,2.50053635489322,0.28269267508771,1.61790717443983e-20,1.02958649986575e-18
MSTRG.17249,2.13127168933289,2.77990011801775,0.646464381644076,2.02876195357565e-07,1.40588916292093e-06
MSTRG.17255,6.54604400096514,3.21553860234401,0.371007805388202,5.5704729025452e-20,3.36079688589166e-18
MSTRG.1730,12.765134577391,2.67668204149809,0.928168962475927,4.67834152346099e-05,0.000190069017594183
MSTRG.1731,18.6839403847535,2.49511073561912,0.335696579485673,1.86377116656332e-15,5.68981912290773e-14
MSTRG.17348,11.6307747418641,2.931918710238,0.66334839395575,1.03565735751135e-07,7.63617020993724e-07
MSTRG.17365,24.7384924243817,2.75561886809761,0.417814840324381,5.81742223701216e-13,1.17896170048005e-11
MSTRG.17384,15940.0595323364,3.6483840784636,0.700805045297066,1.51864367823428e-09,1.63111797495295e-08
MSTRG.17510,2.12973677585683,2.10052375920223,0.750552900447357,0.000153206732296217,0.000547547773079046
MSTRG.1753,2.59552611020096,2.70721883873121,0.581813277499122,4.26683364956114e-08,3.41548274656996e-07
MSTRG.17561,19.1106890797579,3.00337934052243,0.519204503745312,8.22568035567995e-11,1.12630771208879e-09
MSTRG.17564,68.3826602793137,2.21378017539257,0.280172669625772,6.97714936876535e-17,2.62217007330383e-15
MSTRG.17677,8.36380619089353,2.27096997779903,0.660700010402386,1.31697551515842e-05,6.13090925568426e-05
MSTRG.17704,1.67316172859274,2.06065901323003,0.703808033889881,0.000110433023488033,0.000408647343156721
MSTRG.17738,3.89305431740884,4.16687699491902,0.96077857106886,6.41333404000295e-08,4.93923892808106e-07
MSTRG.1778,1.25769061290887,2.09957492519847,1.04234259895551,0.0011857448829761,0.00334515956163038
